year,release_date,title,genre,international_box_office,domestic_box_office,worldwide_box_office
2017,March 17th,All Nighter,Comedy,45657.00,n/a,45657.00
2017,March 17th,3-gatsu no raion zenpen,Drama,1172600.00,n/a,1172600.00
2017,March 16th,Vezuchiy sluchay,Comedy,2270650.00,n/a,2270650.00
2017,March 16th,Posle tebya,Musical,223014.00,n/a,223014.00
2017,March 17th,Beauty and the Beast,Musical,769095055.00,504014165.00,1273109220.00
2017,March 16th,Ã”bÃ¢ Fensu,Drama,67024.00,n/a,67024.00
2017,March 15th,Namour,Drama,,n/a,
2011,October 19th,The Catechism Cataclysm,Comedy,,4373.00,
2011,October 19th,Paul Goodman Changed My Life,Documentary,,36056.00,
2011,October 14th,The Woman,Horror,,n/a,
2011,October 14th,Trespass,Thriller/Suspense,769716.00,16816.00,786532.00
2011,October 14th,The Thing,Horror,10573144.00,16999934.00,27573078.00
2011,October 14th,Texas Killing Fields,Thriller/Suspense,1641521.00,45470.00,1686991.00
2011,October 14th,Revenge of the Electric Car,Documentary,,150886.00,
2011,October 14th,La piel que habito,Thriller/Suspense,35005324.00,3185193.00,38190517.00
2011,October 14th,OKA!,Adventure,,18364.00,
2011,October 14th,Happy Life,Comedy,,n/a,
2017,March 15th,Tickling Giants,Documentary,,n/a,
2011,October 14th,Labios Rojos,Comedy,684375.00,136163.00,820538.00
2011,October 14th,El gran milagro,Drama,2479418.00,166573.00,2645991.00
2011,October 14th,My Friend Pinto,Comedy,,n/a,
2011,October 14th,Footloose,Musical,11187092.00,51802742.00,62989834.00
2011,October 14th,Dokani,Drama,,n/a,
2011,October 14th,Father of Invention,Drama,,n/a,
2011,October 14th,Chalet Girl,Romantic Comedy,1777907.00,1710.00,1779617.00
2011,October 14th,Bombay Beach,Documentary,,n/a,
2011,October 14th,The Big Year,Comedy,480386.00,7204138.00,7684524.00
2011,November 25th,The Artist,Drama,83446549.00,44667095.00,128113644.00
2011,October 7th,Xinhai geming,Drama,8457415.00,135739.00,8593154.00
2011,October 12th,America the Beautiful II: The Thin Commandments,Documentary,,12366.00,
2011,October 7th,The Way,Drama,7451541.00,4430650.00,11882191.00
2011,October 7th,The Swell Season,Documentary,6842.00,3178.00,10020.00
2014,August 8th,Teenage Mutant Ninja Turtles,Adventure,293800000.00,191204754.00,485004754.00
2014,August 8th,James Cameronâ€™s Deepsea Challenge 3D,Documentary,85111.00,149879.00,234990.00
2014,August 8th,Myeong-ryang,Action,130619928.00,2830989.00,133450917.00
2014,August 8th,The Maid's Room,Thriller/Suspense,,n/a,
2011,October 13th,58: The Film,Documentary,,n/a,
2014,August 8th,Into the Storm,Thriller/Suspense,102827177.00,47602194.00,150429371.00
2014,August 8th,Fifi az khoshhali zooze makeshad,Documentary,,13614.00,
2014,August 8th,The Hundred-Foot Journey,Comedy,40035047.00,54235441.00,94270488.00
2011,October 14th,Fireflies in the Garden,Drama,3550307.00,36884.00,3587191.00
2014,August 8th,E Agora? Lembra-me,Documentary,,n/a,
2014,August 8th,Entertainment,Comedy,,255000.00,
2014,August 8th,After,Drama,9813.00,24545.00,34358.00
2014,August 8th,About Alex,Drama,,n/a,
2014,August 8th,The Dog,Documentary,,44582.00,
2014,August 8th,Aa Gaye Munde U.K. De,Romantic Comedy,,135000.00,
2014,August 7th,DCI: Big Loud Live 11,Concert/Performance,,n/a,
2014,August 1st,Stand By Me Doraemon,Drama,147000000.00,n/a,147000000.00
2014,August 1st,Sarabham,Thriller/Suspense,,n/a,
2014,August 1st,Rich Hill,Documentary,,n/a,
2014,August 1st,Das merkwÃ¼rdige KÃ¤tzchen,Drama,,n/a,
2014,August 1st,Louder Than Words,Drama,,n/a,
2014,August 1st,Get on Up,Drama,2769933.00,30569935.00,33339868.00
2014,August 1st,Finding Fela!,Documentary,2882.00,120980.00,123862.00
2014,August 1st,Child of God,Drama,,37949.00,
2014,August 1st,Cabin Fever: Patient Zero,Horror,,n/a,
2013,September 13th,Mother of George,Drama,,157937.00,
2014,August 6th,Web Junkie,Documentary,,5338.00,
2013,September 13th,Jerusalem,Documentary,1661254.00,8020721.00,9681975.00
2013,September 13th,The Investigator,Drama,,93690.00,
2013,September 13th,Jayne Mansfield's Car,Drama,,14836.00,
2014,August 1st,4 Minute Mile,Drama,,n/a,
2013,September 13th,Insidious Chapter 2,Horror,78335068.00,83586447.00,161921515.00
2013,September 13th,Herb & Dorothy 50X50,Documentary,,38933.00,
2013,September 13th,Informant,Documentary,,10068.00,
2013,September 13th,Harry Dean Stanton: Partly Fiction,Documentary,,n/a,
2013,September 13th,Final: The Rapture,Thriller/Suspense,,124561.00,
2013,September 13th,The Family,Black Comedy,43670131.00,36918811.00,80588942.00
2013,September 13th,Chavez Cage of Glory,Drama,,n/a,
2013,September 13th,And While We Were Here,Drama,,n/a,
2013,September 11th,Night Train to Lisbon,Drama,2035221.00,n/a,2035221.00
2013,September 13th,GMO OMG,Documentary,1972.00,39901.00,41873.00
2013,September 11th,Mademoiselle C,Documentary,,n/a,
2013,September 8th,Dangerous Acts Starring the Unstable Elements of Belarus,,,n/a,
2013,September 13th,Blue Caprice,Drama,,92336.00,
2013,October 4th,Gwansang,Drama,62006230.00,484112.00,62490342.00
2013,September 6th,Walking the Camino: Six Ways to Santiago,Documentary,638245.00,612717.00,1250962.00
2013,September 6th,Touchy Feely,Drama,,36128.00,
2013,September 6th,Tio Papi,Comedy,,n/a,
2013,September 6th,The Ultimate Life,Drama,,1327841.00,
2013,September 6th,A Teacher,Drama,,8348.00,
2012,August 22nd,10 timer til paradis,Drama,5646.00,n/a,5646.00
2013,September 6th,Things Never Said,Drama,,4000.00,
2012,August 22nd,Hit & Run,Comedy,3467655.00,13749300.00,17216955.00
2012,May 9th,The Wedding Video,Romantic Comedy,1776543.00,n/a,1776543.00
2013,September 6th,Winnie Mandela,Drama,,61847.00,
2012,August 17th,Sparkle,Drama,262854.00,24397469.00,24660323.00
2012,August 17th,Robot & Frank,Drama,1616888.00,3317468.00,4934356.00
2012,August 19th,My Avatar Horse,,4900000.00,n/a,4900000.00
2012,August 17th,Poulet aux prunes,Drama,1173193.00,253705.00,1426898.00
2012,August 17th,Why Stop Now,Comedy,,2432.00,
2012,August 21st,Let Go,Comedy,,n/a,
2012,August 17th,Side by Side,Documentary,8229.00,58825.00,67054.00
2012,August 17th,The Matchmaker,Drama,,n/a,
2012,August 17th,Compliance,Drama,511415.00,319285.00,830700.00
2012,August 17th,Death by China,Documentary,,38492.00,
2012,August 17th,Codependent Lesbian Space Alien Seeks Same,Comedy,,n/a,
2012,August 17th,Bian Jing Feng Yun,Drama,,n/a,
2012,September 7th,The Eye of the Storm,Drama,2143322.00,83566.00,2226888.00
2012,August 17th,The Awakening,Horror,6828388.00,95933.00,6924321.00
2012,August 15th,Sammy's avonturen 2,Adventure,34715056.00,n/a,34715056.00
2012,August 15th,The Odd Life of Timothy Green,Drama,3395709.00,51853450.00,55249159.00
2012,August 15th,Ek Tha Tiger,Thriller/Suspense,60000000.00,2347774.00,62347774.00
2012,August 13th,El edificio de los Chilenos,Documentary,,n/a,
2012,August 17th,The Expendables 2,Action,226951064.00,85028192.00,311979256.00
2012,August 10th,This Time,Documentary,,n/a,
2015,April 11th,Kung Fu Style,Adventure,420000.00,n/a,420000.00
2012,August 10th,$upercapitalist,Thriller/Suspense,,15919.00,
2015,April 10th,Welp,Adventure,39139.00,n/a,39139.00
2012,August 10th,La source des femmes,Comedy,,93838.00,
2015,April 10th,Wa-shoku: Beyond Sushi,Documentary,,8570.00,
2015,April 10th,Uno anzi due,Comedy,102661.00,n/a,102661.00
2015,April 10th,Yugo and Lala,Adventure,277699.00,n/a,277699.00
2015,April 10th,De toutes nos forces,Drama,502262.00,n/a,502262.00
2015,April 10th,Txarriboda,Thriller/Suspense,6009.00,n/a,6009.00
2015,April 10th,Sonsuz Bir Ask,,65761.00,n/a,65761.00
2015,April 10th,Soromon no gishou: Kouhen saiban,Thriller/Suspense,3869485.00,n/a,3869485.00
2015,April 10th,Se Dio vuole,Comedy,6084859.00,n/a,6084859.00
2015,April 10th,Robinson Crusoe ve Cuma,Comedy,313567.00,n/a,313567.00
2015,April 10th,Qing shao nian nuo zha,Drama,,28791.00,
2015,April 17th,Paul Blart: Mall Cop 2,Adventure,36362313.00,71091594.00,107453907.00
2015,April 10th,Pourquoi j'ai pas mangÃ© mon pÃ¨re,Adventure,15451663.00,n/a,15451663.00
2015,April 10th,The Sisterhood of Night,Drama,,6870.00,
2015,April 10th,N.O.I.R.,,,n/a,
2015,April 10th,Paris Opera Ballet: Celebration Dance,Concert/Performance,12174.00,n/a,12174.00
2015,April 10th,Leather Life,Drama,2086.00,n/a,2086.00
2015,April 10th,Nian Nian,Drama,2415788.00,n/a,2415788.00
2015,April 10th,Kvinden i buret,Thriller/Suspense,214645.00,n/a,214645.00
2015,April 10th,Jamais de la vie,Drama,252917.00,n/a,252917.00
2015,April 10th,Living in the Age of Airplanes,Documentary,8011.00,n/a,8011.00
2015,April 10th,In Country,Documentary,,n/a,
2016,March 11th,Kishibe no tabi,Drama,60148.00,n/a,60148.00
2016,March 11th,Kazoku Wa Tsuraiyo,Comedy,15710608.00,n/a,15710608.00
2015,April 10th,Hwajang,Drama,965883.00,n/a,965883.00
2016,March 11th,Kadhalum Kadandhu Pogum,Romantic Comedy,58886.00,n/a,58886.00
2016,March 11th,Ispoved zadrota,Drama,21752.00,n/a,21752.00
2016,March 11th,Hyena Road,Drama,,1430.00,
2016,March 11th,Judge Archer,Drama,637482.00,n/a,637482.00
2015,April 24th,Kurt Cobain: Montage Of Heck,Documentary,1819988.00,140208.00,1960196.00
2016,March 11th,In Rahon Se,Thriller/Suspense,2366.00,n/a,2366.00
2016,March 11th,Hiya,Drama,148681.00,n/a,148681.00
2016,March 11th,Hasret: Sehnsucht,Documentary,8665.00,n/a,8665.00
2016,March 11th,"Hello, My Name is Doris",Drama,217704.00,14444999.00,14662703.00
2016,March 11th,GrÃ¼ÃŸe aus Fukushima,Drama,576283.00,n/a,576283.00
2016,March 11th,Forever Young,Comedy,1810400.00,n/a,1810400.00
2016,March 11th,Everesuto: Kamigami no itadaki,Drama,9901480.00,n/a,9901480.00
2016,March 11th,Eralash,Comedy,1756.00,n/a,1756.00
2016,March 11th,Don't Grow Up,Horror,3764.00,n/a,3764.00
2016,March 11th,Eye in the Sky,Thriller/Suspense,16698206.00,18704596.00,35402802.00
2016,May 26th,Efterskalv,Drama,71994.00,n/a,71994.00
2016,March 11th,The Dog Wedding,Romantic Comedy,,25855.00,
2016,March 11th,C'est l'amour,Drama,118.00,n/a,118.00
2016,March 11th,Dieumerci!,Comedy,672079.00,n/a,672079.00
2016,March 11th,Creative Control,Drama,,63014.00,
2016,March 11th,Boom Bust Boom,Documentary,,6896.00,
2016,July 1st,The Daughter,Drama,1975391.00,67149.00,2042540.00
2016,March 11th,Feast of Varanasi,Drama,14737.00,n/a,14737.00
2018,March 3rd,Principal: koi suru watashi wa heroine desu ka?,Comedy,696561.00,n/a,696561.00
2018,March 6th,Eat Me,Thriller/Suspense,,n/a,
2018,March 3rd,Mult v Kino: Vypusk No. 70,Adventure,157670.00,n/a,157670.00
2018,March 16th,Tomb Raider,Action,215226698.00,58250803.00,273477501.00
2016,March 11th,City of Gold,Documentary,71985.00,608799.00,680784.00
2018,March 2nd,Yu zhou you ai lang man tong you,Comedy,209711.00,n/a,209711.00
2018,March 3rd,BungÅ� Sutorei Doggusu Deddo Appuru,Concert/Performance,2374727.00,n/a,2374727.00
2018,March 3rd,Eiga Doraemon Nobita no Takarajima,Adventure,79904554.00,n/a,79904554.00
2018,March 2nd,La Vida Lliure,,19648.00,n/a,19648.00
2018,March 2nd,Un viaje a la Luna,Drama,6660.00,n/a,6660.00
2018,March 2nd,The Vanishing of Sidney Hall,Drama,,n/a,
2018,March 2nd,TlumoÄ�nÃ­k,Comedy,135801.00,n/a,135801.00
2018,March 2nd,Submission,Drama,,39985.00,
2018,March 2nd,They Remain,Thriller/Suspense,,n/a,
2018,March 2nd,Sin Rodeos,Comedy,5377201.00,n/a,5377201.00
2018,March 2nd,De Wilde Stad,Documentary,989367.00,n/a,989367.00
2018,March 2nd,Shopkins Wild,Adventure,63879.00,n/a,63879.00
2018,March 2nd,RÅ«ta,Documentary,187510.00,n/a,187510.00
2018,March 2nd,Royal Opera House: The Winter's Tale,Concert/Performance,587679.00,n/a,587679.00
2018,March 2nd,Ruling of the Heart,Drama,,n/a,
2018,March 2nd,Royal Opera House: Carmen,Concert/Performance,997945.00,n/a,997945.00
2018,March 2nd,Ramiro,Drama,12451.00,n/a,12451.00
2018,March 2nd,Realms,Horror,,n/a,
2018,April 26th,Ploey: You Never Fly Alone,Adventure,4721655.00,n/a,4721655.00
2018,March 2nd,Pickings,Western,,n/a,
2018,March 2nd,Pero que todos sepan que no he muerto,Documentary,2864.00,n/a,2864.00
2017,March 14th,Der Kommer en Dag,Drama,47255.00,n/a,47255.00
2017,April 14th,The Lost City of Z,Action,8547484.00,8574339.00,17121823.00
2017,March 10th,Zona Hostil,Action,931357.00,n/a,931357.00
2017,March 12th,NikoiÌ†,Drama,15836.00,n/a,15836.00
2017,March 10th,Whoâ€™s Crazy,Drama,,3497.00,
2017,March 10th,The Time of Their Lives,Comedy,1195015.00,n/a,1195015.00
2017,March 10th,Wilde Maus,Drama,848172.00,n/a,848172.00
2017,March 10th,Window Horses,Adventure,,48105.00,
2017,March 10th,Suntan,Romantic Comedy,4761.00,5954.00,10715.00
2017,March 10th,El silencio,,12968.00,n/a,12968.00
2017,March 10th,Raising The Bar,Drama,11856.00,n/a,11856.00
2017,March 10th,The Sense of an Ending,Drama,3568197.00,1274420.00,4842617.00
2017,March 10th,Perde Ayn-Ä± Cin,,17667.00,n/a,17667.00
2017,March 10th,Raw,Horror,2637090.00,514870.00,3151960.00
2017,March 10th,SÃ£o Jorge,Drama,257552.00,n/a,257552.00
2017,March 10th,Questione di Karma,Comedy,846854.00,n/a,846854.00
2017,March 10th,The Ottoman Lieutenant,Drama,172866.00,240978.00,413844.00
2017,March 10th,Met Opera: La Traviata,Concert/Performance,497163.00,n/a,497163.00
2017,June 16th,Paris pieds nus,Drama,1369666.00,691597.00,2061263.00
2017,March 10th,MÇŽ gÃ© lÃ¬ tÃ¨ de chÅ«ntiÄ�n,Romantic Comedy,1029983.00,n/a,1029983.00
2017,March 10th,Monsieur et Madame Adelman,Drama,2723543.00,n/a,2723543.00
2017,March 10th,Ley primera,Drama,7631.00,n/a,7631.00
2017,March 10th,Keeper,Drama,1083.00,n/a,1083.00
2017,March 10th,The Jazz Funeral,Adventure,,7103.00,
2008,2008 (Wide) by ,Le renard et l'enfant,Drama,19317689.00,n/a,19317689.00
2008,2008 (Wide) by ,Steppin: The Movie,Comedy,,n/a,
2017,March 10th,Gui Yan,Horror,213635.00,n/a,213635.00
2008,2008 (Limited),The Jesus Guy,Documentary,,n/a,
2008,December 31st,Good,Drama,,31631.00,
2008,2008 (Wide) by ,Spring Breakdown,Comedy,,n/a,
2008,December 26th,Revolutionary Road,Drama,56653480.00,22951340.00,79604820.00
2008,December 25th,Waltz with Bashir,Documentary,11628440.00,2283849.00,13912289.00
2008,December 25th,The Spirit,Action,19200000.00,19806188.00,39006188.00
2008,December 25th,Valkyrie,Thriller/Suspense,120824345.00,83107829.00,203932174.00
2008,December 25th,Last Chance Harvey,Drama,19598160.00,14889042.00,34487202.00
2008,December 25th,Marley & Me,Comedy,104658260.00,143153751.00,247812011.00
2008,December 25th,Bedtime Stories,Adventure,111366960.00,110101975.00,221468935.00
2008,December 19th,Yes Man,Comedy,128300000.00,97690976.00,225990976.00
2008,December 19th,Seven Pounds,Drama,96665504.00,69951824.00,166617328.00
2008,December 25th,The Curious Case of Benjamin Button,Drama,202122632.00,127509326.00,329631958.00
2008,December 19th,Nothing But the Truth,Drama,223130.00,3500.00,226630.00
2008,December 19th,The Tale of Despereaux,Adventure,39605172.00,50877145.00,90482317.00
2008,December 25th,Ghajini,Thriller/Suspense,39000000.00,2430631.00,41430631.00
2008,December 12th,While She Was Out,Thriller/Suspense,,29784.00,
2008,December 17th,The Wrestler,Drama,20396032.00,26238243.00,46634275.00
2008,December 12th,Where God Left His Shoes,Drama,,3911.00,
2011,October 7th,The Sons of Tennessee Williams,Documentary,,3242.00,
2011,October 7th,The Ides of March,Drama,36773391.00,40962534.00,77735925.00
2011,October 7th,Rascals,,6665133.00,261156.00,6926289.00
2011,October 7th,Human Centipede 2: Full Sequence,Horror,,141877.00,
2011,October 7th,Real Steel,Action,178417032.00,85463309.00,263880341.00
2011,October 7th,Everyday Sunshine: The Story of Fishbone,Documentary,,n/a,
2011,October 7th,La Bonheur des autres,Romantic Comedy,,162303.00,
2011,October 7th,Dirty Girl,Drama,53993.00,53630.00,107623.00
2011,October 6th,Flying Monsters 3D,Documentary,5143082.00,5751141.00,10894223.00
2011,October 7th,Blackthorn,Western,1016749.00,200558.00,1217307.00
2011,October 21st,Margin Call,Drama,15079641.00,5353586.00,20433227.00
2011,September 30th,Tucker & Dale vs. Evil,Black Comedy,5252955.00,223838.00,5476793.00
2011,September 30th,Take Shelter,Drama,3243063.00,1728953.00,4972016.00
2011,September 30th,Srpski film,Horror,1550.00,n/a,1550.00
2011,September 30th,What's Your Number?,Romantic Comedy,16152701.00,14011084.00,30163785.00
2011,October 5th,Hell and Back Again,Documentary,111664.00,40634.00,152298.00
2011,September 30th,Saheb Biwi Aur Gangster,Action,,14231.00,
2011,September 30th,Sarah Palin: You Betcha!,Documentary,,10935.00,
2011,September 30th,The Road to Freedom,Adventure,,n/a,
2011,September 30th,Muran,,,30116.00,
2011,September 30th,Schastye moe,Drama,83446.00,6298.00,89744.00
2011,September 30th,Margaret,Drama,576107.00,47185.00,623292.00
2011,September 30th,Force,Action,4763946.00,n/a,4763946.00
2014,July 30th,Gui mi,Comedy,,n/a,
2011,September 30th,Munger Road,Thriller/Suspense,,266688.00,
2014,July 26th,Cry Now,Drama,,n/a,
2014,August 1st,Guardians of the Galaxy,Action,437168283.00,333714112.00,770882395.00
2014,July 25th,Sheâ€™s Dating the Gangster,Romantic Comedy,,n/a,
2014,February 27th,The Salvation,Western,2904419.00,43318.00,2947737.00
2014,July 25th,My Man is a Loser,Comedy,,n/a,
2014,July 25th,Very Good Girls,Drama,,n/a,
2014,July 25th,The Privileged,Thriller/Suspense,,n/a,
2014,July 25th,Magic in the Moonlight,Romantic Comedy,22983998.00,10534510.00,33518508.00
2014,October 3rd,Libertador,Drama,1322639.00,113067.00,1435706.00
2014,July 25th,Lucy,Action,330933816.00,126573960.00,457507776.00
2014,July 25th,Kick,Action,407145.00,2472695.00,2879840.00
2014,July 25th,A Most Wanted Man,Thriller/Suspense,18831035.00,17237855.00,36068890.00
2014,July 25th,Happy Christmas,Comedy,,30312.00,
2014,July 25th,Ironclad: Battle for Blood,Action,191154.00,n/a,191154.00
2014,July 25th,Come Back to Me,Horror,,7744.00,
2014,July 25th,The Kill Team,Documentary,,19183.00,
2014,December 26th,Barbecue,Comedy,247177.00,388.00,247565.00
2014,July 25th,Beneath,Horror,,n/a,
2014,July 25th,The Fluffy Movie,Concert/Performance,,2827393.00,
2014,July 24th,Thirumanam Ennum Nikkah,Drama,,n/a,
2014,November 21st,Happy Ending,Romantic Comedy,157259.00,295579.00,452838.00
2014,July 24th,Bai ri yan huo,Drama,80504.00,n/a,80504.00
2014,July 24th,Hou hui wu qi,Drama,100110000.00,n/a,100110000.00
2014,July 23rd,A Master Builder,Drama,,46874.00,
2013,September 6th,Salinger,Documentary,,583633.00,
2013,September 6th,Red Obsession,Documentary,14448.00,9939.00,24387.00
2013,September 6th,Shuddh Desi Romance,Romantic Comedy,,366000.00,
2013,September 6th,My Father and the Man in Black,Documentary,,n/a,
2013,September 6th,Out of the Clear Blue Sky,Documentary,,16050.00,
2013,September 6th,Money for Nothing: Inside the Federal Reserve,Documentary,,77619.00,
2013,September 6th,Mission Park,Thriller/Suspense,,n/a,
2013,September 6th,Hell Baby,Black Comedy,,4980.00,
2013,September 6th,I Am Breathing,Documentary,6452.00,n/a,6452.00
2013,September 6th,La grande boucle,Comedy,,858.00,
2013,September 6th,Il Futuro,Drama,3104.00,9722.00,12826.00
2013,September 6th,Fire in the Blood,Documentary,15557.00,36228.00,51785.00
2013,September 6th,Good Ol' Freda,Documentary,,138811.00,
2013,September 6th,Dead Before Dawn 3D,Black Comedy,,n/a,
2013,September 6th,Butcher Boys,Horror,,n/a,
2013,September 6th,Adore,Drama,535014.00,302020.00,837034.00
2013,September 6th,99% - The Occupy Wall Street Collaborative Film,Documentary,,n/a,
2013,September 6th,Bounty Killer,Action,210.00,n/a,210.00
2013,September 6th,36 Saints,Thriller/Suspense,,n/a,
2013,September 5th,Seupai,Action,22614450.00,n/a,22614450.00
2013,September 6th,Riddick,Action,52738623.00,42025135.00,94763758.00
2013,August 1st,Moebiuseu,Drama,9228.00,2340.00,11568.00
2013,September 5th,Septimo,Thriller/Suspense,10145679.00,n/a,10145679.00
2013,September 6th,Laughing to the Bank,Comedy,,n/a,
2012,August 10th,The Green Wave,Documentary,,n/a,
2012,August 10th,It is No Dream: The Life of Theodor Herzl,Documentary,,n/a,
2012,August 10th,Red Hook Summer,Drama,,338803.00,
2012,August 10th,Goats,Comedy,,n/a,
2012,July 19th,Grabbers,Black Comedy,440821.00,n/a,440821.00
2012,August 10th,Freelancers,Drama,367299.00,n/a,367299.00
2012,August 10th,From Beneath,Thriller/Suspense,,144123.00,
2012,August 10th,The Dinosaur Project,Adventure,1927493.00,n/a,1927493.00
2012,August 10th,Dreams of a Life,Documentary,,6559.00,
2012,August 10th,Da bing jin bao li xian ji,Adventure,385656.00,n/a,385656.00
2012,August 10th,Cuates de Australia,Documentary,,n/a,
2012,March 8th,Das letzte Schweigen,Thriller/Suspense,41605.00,100214.00,141819.00
2012,August 10th,The Campaign,Comedy,18000000.00,86907746.00,104907746.00
2012,June 27th,Arme Riddere,Action,1952196.00,806.00,1953002.00
2012,August 10th,The Bourne Legacy,Thriller/Suspense,167152050.00,113203870.00,280355920.00
2012,August 8th,Ouwehoeren,Documentary,,30810.00,
2012,August 9th,Drum Corps International World Championship,Concert/Performance,,n/a,
2012,August 8th,Nitro Circus: The Movie 3D,Documentary,805062.00,3377000.00,4182062.00
2012,March 22nd,The Sapphires,Musical,17944173.00,2450867.00,20395040.00
2012,August 8th,Hope Springs,Romantic Comedy,69549284.00,63536011.00,133085295.00
2012,August 3rd,You've Been Trumped,Documentary,,28450.00,
2012,August 9th,Baramgwa hamjje sarajida,Action,28686545.00,n/a,28686545.00
2015,April 10th,Halbe BrÃ¼der,,2218440.00,n/a,2218440.00
2015,April 10th,Guardianes de Oz,Adventure,1961550.00,n/a,1961550.00
2012,March 29th,Wrong,Comedy,54678.00,46021.00,100699.00
2015,April 10th,Futatsume no mado,,82242.00,n/a,82242.00
2012,August 7th,Ting Feng Zhe,Thriller/Suspense,38503726.00,n/a,38503726.00
2015,April 10th,Felices 140,,1091902.00,n/a,1091902.00
2015,June 30th,Elser,Drama,1205633.00,155897.00,1361530.00
2015,April 10th,Dial a Prayer,Drama,,n/a,
2015,April 10th,Dragon Nest Warriors' Dawn,Adventure,734423.00,n/a,734423.00
2015,April 10th,Dharam Sankat Mein,Comedy,,n/a,
2015,April 10th,Chiisai ouchi,,100917.00,n/a,100917.00
2015,April 10th,Ci devo pensare,Comedy,116366.00,n/a,116366.00
2015,April 10th,Carlos do Carmo: Um Homem no Mundo,Documentary,3358.00,n/a,3358.00
2015,April 10th,Broken Horses,Action,3471.00,n/a,3471.00
2015,August 7th,Dark Places,Thriller/Suspense,5477009.00,208588.00,5685597.00
2015,April 10th,Below Dreams,Drama,,n/a,
2015,April 10th,Ask Olsun,Romantic Comedy,538102.00,n/a,538102.00
2015,April 10th,L'astragale,,149076.00,n/a,149076.00
2015,April 9th,Ooops! Noah is Gone,Adventure,24285049.00,n/a,24285049.00
2015,April 9th,Komban,Action,8618.00,n/a,8618.00
2015,April 10th,The Longest Ride,Drama,26356811.00,37446117.00,63802928.00
2015,April 4th,Royal Shakespeare Company Live: Love's Labour's Won,Concert/Performance,22333.00,n/a,22333.00
2016,March 11th,Ben Zei Bie Pao,Comedy,2503510.00,n/a,2503510.00
2015,April 6th,Beyond the Mask,Action,,1236094.00,
2015,April 3rd,Tuya,Drama,469.00,n/a,469.00
2016,March 11th,Backgammon,Drama,,n/a,
2015,April 8th,Freetown,Thriller/Suspense,,397122.00,
2016,March 11th,Belgica,Drama,45147.00,n/a,45147.00
2016,March 11th,The Automatic Hate,Drama,,4603.00,
2016,March 11th,Ardaas,Drama,726505.00,n/a,726505.00
2015,April 3rd,Zhenshchiny protiv muzhchin,Comedy,2907636.00,n/a,2907636.00
2016,March 11th,Ai Qing Gong She,Romantic Comedy,21590284.00,n/a,21590284.00
2016,March 11th,Always be my Maybe,Drama,10619.00,n/a,10619.00
2016,March 11th,About Scout,Comedy,,n/a,
2016,March 10th,Subte: Polska,Drama,,n/a,
2016,March 11th,My Mother's Wound,Drama,1749704.00,n/a,1749704.00
2016,March 10th,Neol Gi-da-ri-myeo,Thriller/Suspense,4532668.00,n/a,4532668.00
2016,March 10th,Rokjesdag,Romantic Comedy,3690853.00,n/a,3690853.00
2016,March 11th,The Young Messiah,Drama,843884.00,6469813.00,7313697.00
2016,March 10th,Hui Ma Ting,,3300000.00,n/a,3300000.00
2016,March 10th,KolpaÃ§ino 3. Devre,Comedy,5949881.00,n/a,5949881.00
2016,March 10th,O Amor Ã© Lindo ... Porque Sim!,Comedy,104715.00,n/a,104715.00
2016,March 7th,Spicy Hot in Love,Drama,2660000.00,n/a,2660000.00
2016,March 8th,RudÃ½ kapitÃ¡n,Thriller/Suspense,651064.00,n/a,651064.00
2016,March 5th,A Night in Bohemia,Concert/Performance,82232.00,n/a,82232.00
2016,March 18th,The Divergent Series: Allegiant,Action,105838466.00,66184051.00,172022517.00
2016,March 4th,Zubaan,Drama,1945.00,n/a,1945.00
2016,March 5th,Golden Treasure,Drama,,n/a,
2018,March 2nd,Mohawk,Horror,,n/a,
2018,March 2nd,Pari,Horror,4065233.00,n/a,4065233.00
2018,March 2nd,Pengabdi Setan,Horror,233477.00,n/a,233477.00
2018,March 2nd,Midnighters,Thriller/Suspense,,n/a,
2018,March 2nd,Kilian Jornet: Path to Everest,Documentary,236322.00,n/a,236322.00
2018,March 9th,The Hurricane Heist,Thriller/Suspense,27106490.00,6115824.00,33222314.00
2018,March 2nd,Hondros,Documentary,,n/a,
2018,March 2nd,"Li hai le, wo de guo",Documentary,72506344.00,n/a,72506344.00
2018,March 9th,Gui Mi 2,Comedy,10244720.00,37115.00,10281835.00
2018,March 2nd,Errementari. El herrero y el diablo,Horror,178201.00,n/a,178201.00
2018,March 2nd,"Fan Gun Ba, Jie Mei",,11347.00,n/a,11347.00
2018,March 2nd,Doof Kind,Documentary,41114.00,n/a,41114.00
2018,March 2nd,Donâ€™t Talk to Irene,Comedy,,n/a,
2018,March 2nd,Death House,Horror,,23833.00,
2018,March 2nd,Luo Rao,Drama,17934.00,n/a,17934.00
2018,March 2nd,Erase and Forget,Documentary,3549.00,n/a,3549.00
2018,March 2nd,The Crossbreed,Horror,10864.00,n/a,10864.00
2018,March 2nd,Bolshoi Ballet: The Flames of Paris,Concert/Performance,103155.00,n/a,103155.00
2018,March 2nd,Death Wish,Action,14558937.00,34017028.00,48575965.00
2018,March 2nd,La ch'tite famille,Comedy,55613061.00,n/a,55613061.00
2018,March 2nd,Birayen bedengiye,Documentary,1377.00,n/a,1377.00
2018,March 2nd,Apocalypsis,Thriller/Suspense,,20052.00,
